"beta_h","epsilon_1","gamma_1","kappa_1","kappa_h","tau_h"
0.0499471125690816,0.0230631812328187,0.126448816713527,9.11445601247436e-05,0.0321055954781272,0.108390520120334
0.0117492015151298,0.0171320236158214,0.201820338791554,6.10887403191984e-05,0.0610788202772777,0.0717235236960931
0.123384299002078,0.0111124216954655,0.151754511942784,5.62122332893129e-05,0.0492435225458738,0.0434112107654224
0.0747210664991031,0.00159100414237683,0.161849633495012,3.43505033861669e-05,0.0586291757844898,0.0566847781069121
0.116465290913799,0.0226154515434045,0.154071658061857,1.31032319370161e-05,0.0163468991528672,0.0972045565999084
0.0727115322318981,0.0204445502720541,0.151899718337815,7.52416130282671e-05,0.0458986402640331,0.127834328244721
0.0909101478678427,0.021083305318083,0.170883834475111,4.36361805483137e-05,0.0187421230435,0.057917175032902
0.0833629973340203,0.0216862513515799,0.174707720461725,2.79148609271943e-05,0.00320917437609337,0.12742513856058
0.176887980918438,0.0154145731290795,0.182321843477122,7.74191606032838e-05,0.0393016676734389,0.0410779444277386
0.12118074390842,0.0048683183681742,0.181654878164009,5.66643272073464e-05,0.0395480290652412,0.101492537440869
0.132646199914365,0.00146383629607646,0.145275978437603,8.19195844401057e-05,0.0395019137087587,0.118875335706429
0.169715249378909,0.0167899707661587,0.132290475652875,5.50366602778951e-05,0.0130278601616219,0.101039953180153
0.169913951855192,0.0150502558196846,0.174082690432388,1.00123522435119e-05,0.0555658630527234,0.064273522513028
0.15808901767236,0.00564956817769368,0.164401581064187,1.85261043200178e-05,0.0277356641060429,0.0878596785843419
0.030526455054954,0.00341402835443638,0.120808392444557,2.96186518302977e-05,0.0589712763442107,0.0969712541426745
0.0725562567680951,0.0102060472050283,0.167946926541219,9.57601949701721e-05,0.0245360749439425,0.110064823602089
0.0972631068200674,0.0220226215596574,0.18406270762421,7.97998443845829e-05,0.0337893091620431,0.103506662246688
0.0338918915510545,0.0057597934987055,0.187171209764969,0.000113658799764029,0.03119441452446,0.137938731849323
0.084936535090922,0.00210347825107602,0.193405777022375,9.84320731255974e-05,0.0587259327304219,0.140418674792253
0.0333115258757416,0.007723510686519,0.185880889440291,6.63717574357642e-05,0.0398219277101022,0.0739491697318731
0.0182738104712905,0.0234263853760441,0.127965541106492,0.000123091668913217,0.0205693647692392,0.14247366828611
0.14593622857317,0.00870467969190298,0.15650737049362,7.93702117209595e-05,0.0178029872858033,0.103935581029886
0.130438002776818,0.00600729663015298,0.150404271663497,3.4860725589608e-05,0.0148472360572464,0.104721613121624
0.0876883699131225,0.0224262803091071,0.133465944300944,5.71420965186313e-05,0.0243011135733915,0.04076939647215
0.103904877978998,0.0147972816486134,0.140111910824024,8.0375372000803e-05,0.0126657494906361,0.100467737199978
0.148688413095336,0.0182843341638162,0.134204299396646,0.000111397467533167,0.0597901390036416,0.0773734243229255
0.145837054759241,0.00562000394235893,0.142061930034111,1.12336637461601e-05,0.0533098626436132,0.0574751316999192
0.14915474384477,0.0217131114841762,0.158854493388259,8.60475987103635e-06,0.0135051875462163,0.0533797593344698
0.179338260063886,0.00971352917122061,0.207585674410402,0.000122823497418199,0.0530141869005059,0.0983033500177251
0.0788596354086115,0.00622200320312951,0.132994434922648,1.26787028319066e-05,0.0269651759685131,0.0948555154079572
0.0577164324626099,0.0111640910541551,0.127142773669223,6.14718039273997e-05,0.0361128693241409,0.132138610314287
0.188569443456993,0.00635400531832302,0.192955189572217,9.55897774857527e-05,0.030040234870253,0.0589881112651898
0.0395200443931309,0.0159574679938626,0.155431913741366,5.66896594948383e-05,0.00149493739702093,0.118791495507963
0.171466314207383,0.0159231312541329,0.180668521610351,6.76769057975811e-05,0.00199157735501263,0.096011340852963
0.0593900688441574,0.021360767527662,0.127249515578953,3.06402732642477e-05,0.0315725124253198,0.126911280975966
0.07929841456373,0.0146141636906439,0.188215495531781,3.49991939688271e-05,0.004454821229161,0.0799972592627011
0.135183173266404,0.014559324575074,0.142027742136941,8.28286305360958e-06,0.0408016569574036,0.119939344167781
0.100782898395378,0.018839886215539,0.155959109082031,0.000122396246649797,0.0353907208314942,0.0618077038507765
0.0301620507534574,0.0155121377848418,0.168744829100945,3.98502301583313e-05,0.00360344835873248,0.0573353646263247
0.089608898547532,0.0176427450837906,0.139422901800397,2.57378076996939e-05,0.0262195433533998,0.123898448133494
0.0681830377008292,0.00365043720191714,0.158391971702223,3.86351218219262e-05,0.00353027364481385,0.0749498878997151
0.148254131986546,0.0228353622083584,0.137048204555116,0.00010487114152037,0.0318083469640688,0.0854375938189485
0.0627438294389884,0.00434573261236801,0.126469400178091,0.000102297795424889,0.0546888654501448,0.11314190816
0.0737871570678618,0.0187397038984968,0.197211959999577,0.000110639203759739,0.0539336949494194,0.0559098618790488
0.0712449181816028,0.00508155999795497,0.200778657053425,0.00011814855443411,0.0283583725540962,0.0362379689507965
0.093629563299389,0.00390299833437726,0.156894664237115,6.7294917282127e-05,0.0126234289182565,0.117085838292157
0.158231395415248,0.00404391686378512,0.148701158702913,3.59752597889579e-05,0.0505344072533395,0.0881360344424124
0.00803384629603196,0.0230025732391546,0.204722595534953,0.000107774631738403,0.00029024996947898,0.0499930662684176
0.132866303976805,0.00857523103277153,0.181981976701855,6.35576340057233e-05,0.000801271908701525,0.0935628650024382
0.132568542286941,0.0114109744740109,0.197321585275093,9.00764893445508e-05,0.00706458467864274,0.121289665517145
0.153706415325609,0.00783806994706018,0.144335106893114,5.91051033768666e-05,0.0192399605692295,0.0994231834886247
0.0547029983359869,0.0100198536158035,0.142746503778807,2.43351991347698e-05,0.00147215765064273,0.0624747213709744
0.143296923350232,0.00268520778537024,0.140667289182972,4.15019313176963e-05,0.00176017415131654,0.128680755590804
0.125021924956676,0.00277847611760046,0.132735767099431,7.05462045414785e-05,0.0329551948020034,0.0719259067639972
0.117752447493857,0.0210595999492156,0.180956185944126,0.000106790665595646,0.019752521675215,0.106501170821046
0.127784055688867,0.0161643595706592,0.193462185775277,7.80336673319166e-05,0.0503878348504912,0.0889424338170697
0.178327496415505,0.0228818617625172,0.135534443795288,6.49882898530826e-05,0.0547577413577724,0.132559560586083
0.153440933741519,0.00665265090347548,0.166036070093782,4.89028676400974e-05,0.0615838015130545,0.059132338320269
0.0445044876087517,0.0209756659237084,0.199667505463079,1.75745833021287e-05,0.0279731918607888,0.110927114703923
0.107631052054261,0.00241769287748035,0.167329271821331,0.000116246243275459,0.0354783774188621,0.106700953496556
0.153958531878032,0.00344808794932456,0.139700823690192,6.23533264337645e-05,0.0102879500546801,0.03792654235138
0.106717582551182,0.00895378716538366,0.179294915262214,6.6076832161161e-05,0.0222224471763231,0.124173746798684
0.168651198820839,0.0123558135301864,0.151267782212406,7.85611257616208e-05,0.054590475644274,0.117401593872492
0.124210919228559,0.0201303438410029,0.202049802930735,2.75760510656148e-05,0.0284860565902957,0.109686811440758
0.161277985661108,0.0158766518802089,0.139254885368238,2.56848425183456e-05,0.0572156962899995,0.123252631774404
0.0615328594924429,0.0231088416957134,0.128724583113629,9.9146067376269e-05,0.0145253293850757,0.126529601758071
0.18762313851167,0.00443418502491496,0.172652368167803,0.000121267314148903,0.0513669036643731,0.117320750945381
0.0355860521515254,0.0130526978055083,0.197141692429194,0.000112169035620936,0.0367270670642757,0.073718957162881
0.129586028076076,0.00782887078965815,0.156260283209311,0.000114148539758721,0.0510832328905172,0.0713491980601422
0.0357481554216796,0.00888771960927828,0.156158045119135,0.000116699149635995,0.0514997237490978,0.119606312694452
0.174274373987851,0.0121001693152923,0.197743799154838,0.000105723759544877,0.0561207289136405,0.0860430757222368
0.164226051893449,0.0127593524597244,0.195133215635108,9.6688933098412e-05,0.0480301907995832,0.0855272296541824
0.0765867313689528,0.0133054929466845,0.147644763710684,9.61659530719698e-05,0.027631973742402,0.112351859040012
0.162000484368435,0.0200473120716055,0.12104359195707,6.16438968275003e-05,0.020449258666581,0.137410331574254
0.0542801906195568,0.00660716881686804,0.193201961365532,0.000110161891274454,0.00133958993407386,0.0845169496526813
0.177574338137941,0.0206522315227201,0.167722233253382,9.71686947707366e-05,0.0579390724684163,0.135298627880434
0.187692271727787,0.0120073993038414,0.175971880432719,3.33720518810512e-05,0.0604800553906253,0.0470239003008322
0.0553720708985886,0.0109499521039696,0.130918489227334,1.63436097210104e-05,0.0131992884703792,0.139626330399232
0.0701471394427717,0.02244114411131,0.168794873825311,7.14631219267034e-05,0.0369865344972692,0.126677264806887
0.162983040235143,0.0053696810409572,0.124080608075257,0.000123113271863107,0.0306845142933477,0.134147467484601
0.120776465556074,0.0145124337818588,0.131361399491852,6.80140657370497e-05,0.0214281793831209,0.0960630339196533
0.0920190867326357,0.0168865676466589,0.144065046461006,1.85933315715355e-05,0.0382543475282772,0.0660961066407838
0.141233625570724,0.0033738646106612,0.146741432209219,0.000114174985452726,0.0393730060202231,0.0967200576742615
0.00643695087022353,0.0221667299229466,0.168115542353582,9.52001662165584e-05,0.000503931906698475,0.126462681931582
0.0638351405674445,0.011379328321287,0.180737063051863,3.87256840375005e-05,0.0402186067266791,0.117476532705673
0.12282628282117,0.0087567163041751,0.126151022484316,6.82052119207384e-06,0.0284673569059872,0.0813985121327234
0.0863257662572138,0.0234308094740713,0.178857843742616,6.04495272556421e-05,0.00523638360239709,0.103064962722734
0.121709535577658,0.0149317556491496,0.202641208456452,1.58776673541436e-05,0.0430853907832074,0.0809049703855135
0.0949859050527683,0.0149660226490453,0.145987867966695,0.000100354296809387,0.0181892167109544,0.140840658588694
0.0633747584955286,0.0113293028045288,0.173842610693764,5.9222809383813e-05,0.00898215892173984,0.0438069645503429
0.190915331808228,0.00849304733966974,0.199430845436632,8.71875149723639e-05,0.0392488540133972,0.0841110847805604
0.149222663021165,0.0105307513452534,0.202275443920622,0.000111611463968042,0.0344508617861398,0.142309100996938
0.00535383133016406,0.0219854018261155,0.140860148348428,0.000111814438163002,0.0206071581164341,0.118607327157746
0.00962191195079521,0.00843482710011361,0.184959852546525,6.19464598471711e-05,0.0174375806660406,0.0672596088963086
0.156643699848965,0.0127384144100031,0.16359381379049,0.000121384824958577,0.00772945903908198,0.0847597771024408
0.183034495543204,0.0213082379338641,0.16403075523642,4.88155962835755e-05,0.0604129200708457,0.102234705361417
0.0967155908986223,0.0175167178751523,0.162632826768596,8.47569062125141e-06,0.0584342602536977,0.120324787374123
0.0807851074363262,0.00324014457048727,0.172085234373199,8.25951458845263e-05,0.00600296826767253,0.117949817153169
0.187765442422408,0.0120370470522184,0.136735459531916,6.79149334620117e-05,0.00640500140013589,0.0991525623228534
0.02508233619714,0.0234650630259273,0.206619865772146,6.20529180599381e-05,0.0497177260037947,0.0512770644844345
0.150530260960796,0.0202801881585266,0.193883610037227,8.94371124142463e-05,0.0103209986183339,0.135817940434853
0.0577839457995582,0.0211123320038808,0.160014963850114,3.40687968652886e-05,0.00954296461090129,0.0769847770675443
0.145350325669884,0.0066382679834186,0.132908953764649,7.47810065865164e-05,0.0247657862130713,0.100870178279245
0.0750459301506842,0.0122201060876643,0.124573152951075,2.05234423718353e-05,0.0431136543596138,0.0953054571319709
0.0814599659022176,0.00226718581934477,0.129320904783333,3.42422466829861e-05,0.0203766011144098,0.101790158590524
0.0518353561091208,0.0213778336506693,0.124174373951701,3.87911391722013e-05,0.0357790608111644,0.0746246671421988
0.17560787186117,0.0162572195081375,0.182155912103924,0.000119248027285563,0.01831649566741,0.0451630294749021
0.0898267338751009,0.0184524571794943,0.162130489487344,2.00141366337088e-05,0.0602269772308775,0.131518312686984
0.0910157585132351,0.00191339249868009,0.153297858437573,1.48496128205287e-05,0.00209321416371209,0.0674213364626103
0.185486606091595,0.00298042114739249,0.12708215432496,9.70680972944216e-06,0.0247996451364688,0.0710690880461834
0.0260470713368217,0.00450357606645152,0.197510101928632,0.000108033104069396,0.0366699495117172,0.0763364105182464
0.151138345143605,0.00333364565593676,0.171697399240817,3.14297878677573e-05,0.0134741035778388,0.113687495557135
0.137059775273539,0.00388086008635876,0.129671623713059,2.38668325388346e-05,0.0110924053467569,0.100038185414681
0.083066156887292,0.0136889835915164,0.159471257708335,6.85530587867997e-05,0.0403582287593613,0.069408285793512
0.0320834519195608,0.0131931835907967,0.157398770377229,2.20368716404145e-05,0.0599343761690819,0.0599521409105244
0.0344282200885571,0.015177845780377,0.154534519836311,7.16299283809373e-05,0.00434043042066687,0.0693356482660515
0.0669811479179294,0.00639564616132707,0.135771655803506,0.000111111723106765,0.0235423818267252,0.0497727911891542
0.0317585856601056,0.0014539671819638,0.199552378037975,8.69259553645958e-05,0.00646894942225047,0.0483624121911929
0.111276564710095,0.00629062086916011,0.142950393614473,9.49198187185446e-05,0.00382356847323625,0.113436968443535
0.0477177703832806,0.0142510570626598,0.153977072932066,8.15587283281875e-05,0.0552199877717615,0.101539469999673
0.0268942953640307,0.0110422907310373,0.148673843051235,0.000120615759922413,0.0182286793034494,0.126259243857525
0.158251643536717,0.00634491965170554,0.145214265730854,1.61172616522056e-05,0.0497520671922548,0.0928676620785966
0.0154400892560122,0.00426514317014883,0.168592718099636,4.48787052585e-05,0.0481982796414599,0.115117678352501
0.0607316082910462,0.018326023715516,0.132582017256873,9.11837006887573e-05,0.0462468511490565,0.0869368111338653
0.136106761091742,0.0220610797939226,0.157167026590374,1.31679336352384e-05,0.0479350152239806,0.059388889223122
0.0953424154788284,0.020906550773063,0.207979279931222,4.06228417138395e-05,0.0534750472644275,0.103590715853448
0.137502767236039,0.02042355377324,0.160821334065767,6.08543347462279e-05,0.0613456239344086,0.128348051595001
0.053813302091677,0.0212843237942576,0.206006279669441,9.36115613932224e-06,0.0148075987616496,0.0895413265248629
0.141647405488432,0.0128457954181672,0.188369740176355,2.61201488135356e-05,0.0169522829534381,0.126622323486784
0.166725650294973,0.0211478713942755,0.129070145053448,3.74110404773139e-05,0.00295154036263456,0.14132914684322
0.118972617734606,0.0231539973832736,0.149118194196446,5.95596072298082e-05,0.0278792586812076,0.0759916253352874
0.0319241480732399,0.0136698221034956,0.202058911022606,9.33805481759415e-05,0.00211555024151442,0.0826607659611168
0.124514624686946,0.0160694645443719,0.14238150226756,6.02696086502336e-05,0.0403363524175185,0.0840221320813854
0.143963967537623,0.0119540330352385,0.161204902557155,1.22800271517417e-05,0.00248968491819852,0.0387941177205598
0.100163484251994,0.0181048408471418,0.173582301492899,9.35374324477016e-05,0.0604950859043922,0.0807294154629616
0.114157935141586,0.00909419440382588,0.167895584060453,9.58141619991353e-05,0.0308766548394968,0.108033339307537
0.188723238413003,0.0177766777948744,0.14706149316264,9.1991362496965e-05,0.0146063092729593,0.115707106790927
0.0755503469157251,0.0100962316974438,0.18295814890792,4.23767489058606e-05,0.0203190228797611,0.0627431988082225
0.173747977452733,0.00536391073735899,0.135684749970822,1.73919623403279e-05,0.0106183917240775,0.100654637010459
0.0512918327259035,0.0208834738352214,0.175239579890402,8.38106949644524e-05,0.0193923350358481,0.103445791801536
0.180172940383124,0.0161477273000613,0.122472409815445,9.23628271744269e-05,0.00675313728536866,0.107300368339715
0.0908521086133492,0.0125625863150038,0.170807653760996,0.0001093171260179,0.0133786969087003,0.125790123925137
0.0761211683132628,0.00938910924490641,0.169309092980468,0.000122497595069328,0.0501187388600715,0.140570191038137
